Date,AAPL,JPM,PG,UAL
1/2/2008,0,0,0,0
1/3/2008,0.046203414,-0.687707643,0,-0.750232818
1/4/2008,-7.63351728,-2.268378457,-0.40107191,4.40945415
1/7/2008,-1.338517942,1.001717835,0.652615446,-5.870972541
1/8/2008,-3.597157331,-3.967065886,0.262102877,-16.41535596
1/9/2008,4.759115365,1.410538613,-0.192639692,6.724072739
1/10/2008,-0.76923653,2.657735935,-0.082712288,23.66499338
1/11/2008,-2.994011803,-1.137198561,-3.173270586,-0.372783303
1/14/2008,3.526524138,1.223702305,0.156730124,2.681635885
1/15/2008,-5.447997019,-5.294989879,-0.839430944,4.98025923
1/16/2008,-5.560874923,5.769722909,-0.735326099,0.20248684
1/17/2008,0.783019548,-3.355044815,-1.118568612,-3.521943538
1/18/2008,0.292149281,-1.12389023,-1.35152038,-1.436264411
1/22/2008,-3.544875618,3.207890338,-3.008206054,-3.248323723
1/23/2008,-10.64636826,11.89428104,1.70425391,14.24536834
1/24/2008,-2.495139209,-1.662297214,-0.135846515,-5.328202796
1/25/2008,-4.122428822,-2.935961304,-1.269863685,1.160422674
1/28/2008,0,4.422560395,-0.030594192,2.17953015
1/29/2008,1.17685368,4.125522417,-0.934283319,0.112256803
1/30/2008,0.486529676,-0.210744425,0.633866351,0.92515236
1/31/2008,2.405843082,0.105594733,0.506993856,5.416668778
2/1/2008,-1.18945043,1.793228662,0.963005225,8.405793323
2/4/2008,-1.570097008,-4.207250253,0.151407146,-6.222648512
2/5/2008,-1.739470491,-5.041127833,-1.67797527,-4.976676747
2/6/2008,-5.689539269,-0.387285393,0.415076466,2.755041801
2/7/2008,-0.622958162,3.179304955,0.704371488,4.99071187
2/8/2008,3.49720289,-2.85963912,-1.140347683,1.036662068
2/11/2008,3.163840526,-1.072572705,1.507217726,0.375379213
2/12/2008,-3.545755973,-0.092259179,1.757571943,-3.191221043
2/13/2008,3.636100088,1.824020942,-0.238228455,-0.618083102
2/14/2008,-1.499246145,-3.378694118,-0.552237888,-4.042501591
2/15/2008,-2.220311038,1.50198879,-0.495223294,0.864163383
2/19/2008,-1.965831573,-0.971059661,0.015042263,-4.123151708
2/20/2008,1.34229376,0.747104688,-0.211131791,3.714040684
2/21/2008,-1.841385341,-0.185424342,-0.317372152,-3.311792031
2/22/2008,-1.711378383,1.996795885,0.379012181,-1.169585552
2/25/2008,0.234400834,0.227630812,0.709859517,-0.676251532
2/26/2008,-0.49274423,-0.704064016,1.499678777,-0.851061674
2/27/2008,3.197662892,1.578210659,-0.69441577,-4.92131955
2/28/2008,5.652210222,-4.435912253,-0.357107194,-3.882031381
2/29/2008,-3.764102577,-4.217715414,-1.179603848,-5.13463138
3/3/2008,-2.631621529,-2.041846815,0.25689617,-3.168313908
3/4/2008,2.374109789,-1.582107933,-0.452185074,-3.203819104
3/5/2008,-0.104328207,-1.148238557,0.984088972,6.232396069
3/6/2008,-2.859640967,-3.536428747,-0.284832568,-6.165066639
3/7/2008,1.091560272,0.508465531,-1.067523175,-0.777108174
3/10/2008,-2.094065318,-2.875394061,-0.060777005,-5.695978538
3/11/2008,6.399876456,6.469284612,1.368620159,1.283503786
3/12/2008,-1.036531917,-0.592228494,0.570059317,-9.467010837
3/13/2008,1.515509423,-1.294957523,0.477327053,-0.988067809
3/14/2008,-1.039551285,-4.119656168,-0.920429895,-5.696461427
3/17/2008,0.094764144,10.31745303,0.464485891,-7.804234726
3/18/2008,4.805464004,5.953867175,2.222239034,7.938784562
3/19/2008,-2.37159004,-0.561926931,-1.065083255,2.702705487
3/20/2008,2.7762509,8.241118587,2.300550354,-0.04314163
3/24/2008,4.697273187,1.261684068,0.864906299,2.028482125
3/25/2008,1.039179366,-1.052643332,-0.61454201,2.072757118
3/26/2008,2.894009277,-4.233592616,0.143808471,-8.868626044
3/27/2008,-3.31584414,-2.833817187,-0.330266907,-3.365164974
3/28/2008,1.96792903,-0.34998952,0.043180485,-0.282350447
3/31/2008,0.342597351,0.561958917,0.907272262,1.604531154
4/1/2008,4.20213003,9.429531931,1.527037786,7.431483598
4/2/2008,-1.364281451,-0.815123452,-0.927705553,-4.712487158
4/3/2008,2.793385702,0.086526129,-0.014224616,-1.134301223
4/4/2008,0.969594313,-1.534124393,0.18449126,-2.707664686
4/7/2008,1.835655421,-0.06582489,-0.127465369,4.622639221
4/8/2008,-1.956506698,-1.493220136,0.198563761,2.479707946
4/9/2008,-0.916019845,-1.248327888,-0.622842065,-6.907169915
4/10/2008,2.053624594,-0.993223397,-0.042688487,5.860112376
4/11/2008,-4.794567876,-3.032367285,-0.256481317,2.232142895
4/14/2008,0.434947241,-2.42183156,0.171416121,3.100441056
4/15/2008,0.406044728,1.49397138,0.156858368,-5.463790287
4/16/2008,3.585404706,6.74266187,-0.801939498,2.419358994
4/17/2008,0.513997251,0.355855384,-2.468615529,-2.012252746
4/18/2008,4.239736105,1.41845228,-0.577261341,2.008931998
4/21/2008,4.42127734,-1.158224205,0.937917929,-6.214442216
4/22/2008,-4.733581928,0.928595949,-0.486702446,-36.77088197
4/23/2008,1.679122092,-1.095281816,-0.444664517,2.952026674
4/24/2008,3.714151174,4.030984997,-0.506107911,10.39426401
4/25/2008,0.467666921,1.745824902,-0.419038429,-1.233763537
4/28/2008,1.478783532,-0.941642803,-0.510866497,-2.629846278
4/29/2008,1.631465848,-0.549236656,-0.468234893,0.81026257
4/30/2008,-0.62839789,1.210721711,1.745074568,-0.200942327
5/1/2008,3.478017404,3.357844182,-0.029838078,8.053696581
5/2/2008,0.52217862,-1.197994679,-0.343145023,-1.304348044
5/5/2008,2.094649976,-1.356410671,-0.224536283,-5.601008942
